,tg,lon,lat,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
440,"manzanillo_b,mexico_001",-104.33,19.053,"./20cr/manzanillo_b,mexico_001.7z","./era20c/manzanillo_b,mexico_001.7z","./eraint/manzanillo_b,mexico_001.7z","./merra/manzanillo_b,mexico_001.7z","./erafive/manzanillo_b,mexico_001.7z",0.063333202,0.063993341,0.061671106,0.062679962,0.063328194,ERA-Interim,,,- best reconstruction,,
441,maputo_190a_mozambique,32.7,-26.167,./20cr/maputo_190a_mozambique.7z,./era20c/maputo_190a_mozambique.7z,,,,,,,,,,,,,,
442,maputo_b_190b_mozambique,32.57,-25.975,./20cr/maputo_b_190b_mozambique.7z,./era20c/maputo_b_190b_mozambique.7z,./eraint/maputo_b_190b_mozambique.7z,./merra/maputo_b_190b_mozambique.7z,./erafive/maputo_b_190b_mozambique.7z,0.140049902,0.141246965,0.136563871,0.133294257,0.142352932,MERRA,,,,- best reconstruction,
443,marsden_point_398a_new_zealand,174.5,-35.833,./20cr/marsden_point_398a_new_zealand.7z,./era20c/marsden_point_398a_new_zealand.7z,./eraint/marsden_point_398a_new_zealand.7z,./merra/marsden_point_398a_new_zealand.7z,./erafive/marsden_point_398a_new_zealand.7z,0.08514718,0.06404143,0.056710533,0.06061481,0.064681657,ERA-Interim,,,- best reconstruction,,
444,marseille_france,5.35,43.3,./20cr/marseille_france.7z,./era20c/marseille_france.7z,./eraint/marseille_france.7z,./merra/marseille_france.7z,./erafive/marseille_france.7z,0.121188152,0.104647213,0.096705223,0.102736628,0.080140849,ERA-FIVE,,,,,- best reconstruction
445,marviken_012_sweden,16.837,58.554,./20cr/marviken_012_sweden.7z,./era20c/marviken_012_sweden.7z,./eraint/marviken_012_sweden.7z,./merra/marviken_012_sweden.7z,./erafive/marviken_012_sweden.7z,0.134813543,0.116154001,0.125793979,0.112493908,0.112548019,MERRA,,,,- best reconstruction,
446,mar_del_plata_b_729b_argentina,-57.55,-38.05,./20cr/mar_del_plata_b_729b_argentina.7z,./era20c/mar_del_plata_b_729b_argentina.7z,./eraint/mar_del_plata_b_729b_argentina.7z,./merra/mar_del_plata_b_729b_argentina.7z,./erafive/mar_del_plata_b_729b_argentina.7z,0.35798344,0.271106785,0.24613486,0.237914221,0.242153727,MERRA,,,,- best reconstruction,
447,masirah_113a_oman,58.872,20.687,./20cr/masirah_113a_oman.7z,./era20c/masirah_113a_oman.7z,./eraint/masirah_113a_oman.7z,./merra/masirah_113a_oman.7z,./erafive/masirah_113a_oman.7z,0.041459901,0.052468396,0.040383085,0.041329349,0.045589487,ERA-Interim,,,- best reconstruction,,
448,"massacre_bay,ak_550a_usa",173.2,52.833,"./20cr/massacre_bay,ak_550a_usa.7z","./era20c/massacre_bay,ak_550a_usa.7z",,,,,,,,,,,,,,
449,matarani_b_094b_peru,-72.117,-17,./20cr/matarani_b_094b_peru.7z,./era20c/matarani_b_094b_peru.7z,./eraint/matarani_b_094b_peru.7z,./merra/matarani_b_094b_peru.7z,./erafive/matarani_b_094b_peru.7z,0.067996569,0.066365834,0.064861078,0.065089335,0.065592511,ERA-Interim,,,- best reconstruction,,
450,matavai_590a_french_polynesia,-149.52,-17.517,./20cr/matavai_590a_french_polynesia.7z,./era20c/matavai_590a_french_polynesia.7z,,,,,,,,,,,,,,
451,matsuyama_japan,132.72,33.867,./20cr/matsuyama_japan.7z,./era20c/matsuyama_japan.7z,./eraint/matsuyama_japan.7z,./merra/matsuyama_japan.7z,./erafive/matsuyama_japan.7z,0.093617805,0.082917133,0.080026999,0.077262575,0.075213542,ERA-FIVE,,,,,- best reconstruction
452,mawson_177a_australia,62.883,-67.6,./20cr/mawson_177a_australia.7z,./era20c/mawson_177a_australia.7z,./eraint/mawson_177a_australia.7z,./merra/mawson_177a_australia.7z,./erafive/mawson_177a_australia.7z,0.093293304,0.101095271,0.069280443,0.072219266,0.086498232,ERA-Interim,,,- best reconstruction,,
453,"mayaguez,_pr_736a_usa",-67.16,18.22,"./20cr/mayaguez,_pr_736a_usa.7z","./era20c/mayaguez,_pr_736a_usa.7z","./eraint/mayaguez,_pr_736a_usa.7z","./merra/mayaguez,_pr_736a_usa.7z","./erafive/mayaguez,_pr_736a_usa.7z",0.03131166,0.034166587,0.031599154,0.032610577,0.032011341,20CR,- best reconstruction,,,,
454,"mayport,fl_753a_usa",-81.432,30.395,"./20cr/mayport,fl_753a_usa.7z","./era20c/mayport,fl_753a_usa.7z","./eraint/mayport,fl_753a_usa.7z","./merra/mayport,fl_753a_usa.7z","./erafive/mayport,fl_753a_usa.7z",0.099951177,0.097533378,0.125266544,0.127924174,0.116297809,ERA-20c,,- best reconstruction,,,
455,mazatlan_673a_mexico,-106.42,23.198,./20cr/mazatlan_673a_mexico.7z,./era20c/mazatlan_673a_mexico.7z,,,,,,,,,,,,,,
456,melilla_melilla_spain,-2.918,35.291,./20cr/melilla_melilla_spain.7z,./era20c/melilla_melilla_spain.7z,./eraint/melilla_melilla_spain.7z,./merra/melilla_melilla_spain.7z,./erafive/melilla_melilla_spain.7z,0.062908083,0.054819389,0.058956182,0.067517375,0.056486154,ERA-20c,,- best reconstruction,,,
457,meneng_158a_indonesia,114.38,-8.1167,./20cr/meneng_158a_indonesia.7z,./era20c/meneng_158a_indonesia.7z,./eraint/meneng_158a_indonesia.7z,./merra/meneng_158a_indonesia.7z,./erafive/meneng_158a_indonesia.7z,0.081369098,0.07323808,0.072787515,0.070948576,0.076702472,MERRA,,,,- best reconstruction,
458,mera_japan,139.83,34.917,./20cr/mera_japan.7z,./era20c/mera_japan.7z,./eraint/mera_japan.7z,./merra/mera_japan.7z,./erafive/mera_japan.7z,0.085036834,0.08649037,0.080908656,0.07903721,0.080570278,MERRA,,,,- best reconstruction,
459,messina_messina_italy,15.563,38.196,./20cr/messina_messina_italy.7z,./era20c/messina_messina_italy.7z,./eraint/messina_messina_italy.7z,./merra/messina_messina_italy.7z,./erafive/messina_messina_italy.7z,0.073447616,0.073372557,0.071687647,0.070708712,0.069761459,ERA-FIVE,,,,,- best reconstruction
460,"miami,hauloverpier_001",-80.117,25.9,"./20cr/miami,hauloverpier_001.7z","./era20c/miami,hauloverpier_001.7z","./eraint/miami,hauloverpier_001.7z","./merra/miami,hauloverpier_001.7z","./erafive/miami,hauloverpier_001.7z",0.077031287,0.077001396,0.079800257,0.077818907,0.073693839,ERA-FIVE,,,,,- best reconstruction
461,miamibeach_usa,-80.132,25.768,./20cr/miamibeach_usa.7z,./era20c/miamibeach_usa.7z,./eraint/miamibeach_usa.7z,./merra/miamibeach_usa.7z,./erafive/miamibeach_usa.7z,0.063332311,0.063762947,0.058877659,0.060126619,0.059505633,ERA-Interim,,,- best reconstruction,,
462,midway_050a_usa_trust,-177.37,28.217,./20cr/midway_050a_usa_trust.7z,./era20c/midway_050a_usa_trust.7z,./eraint/midway_050a_usa_trust.7z,./merra/midway_050a_usa_trust.7z,./erafive/midway_050a_usa_trust.7z,0.071453641,0.06454851,0.066328603,0.063995548,0.06597021,MERRA,,,,- best reconstruction,
463,milfordhaven_p056_uk,-5.0143,51.702,./20cr/milfordhaven_p056_uk.7z,./era20c/milfordhaven_p056_uk.7z,./eraint/milfordhaven_p056_uk.7z,./merra/milfordhaven_p056_uk.7z,./erafive/milfordhaven_p056_uk.7z,0.172548925,0.164902551,0.16347513,0.13362537,0.165937195,MERRA,,,,- best reconstruction,
464,millport_p049_uk,-4.9058,55.75,./20cr/millport_p049_uk.7z,./era20c/millport_p049_uk.7z,./eraint/millport_p049_uk.7z,./merra/millport_p049_uk.7z,./erafive/millport_p049_uk.7z,0.238026565,0.171631862,0.153177202,0.186278204,0.170219135,ERA-Interim,,,- best reconstruction,,
465,minamidaito_japan,131.23,25.867,./20cr/minamidaito_japan.7z,./era20c/minamidaito_japan.7z,./eraint/minamidaito_japan.7z,./merra/minamidaito_japan.7z,./erafive/minamidaito_japan.7z,0.105239111,0.111035603,0.10406137,0.105753397,0.10481812,ERA-Interim,,,- best reconstruction,,
466,minamitorishima_japan,153.98,24.3,./20cr/minamitorishima_japan.7z,./era20c/minamitorishima_japan.7z,./eraint/minamitorishima_japan.7z,./merra/minamitorishima_japan.7z,./erafive/minamitorishima_japan.7z,0.181558539,0.186434651,0.189800939,0.255742567,0.228773574,20CR,- best reconstruction,,,,
467,mina_sulman_182a_bahrain,50.6,26.233,./20cr/mina_sulman_182a_bahrain.7z,./era20c/mina_sulman_182a_bahrain.7z,./eraint/mina_sulman_182a_bahrain.7z,./merra/mina_sulman_182a_bahrain.7z,./erafive/mina_sulman_182a_bahrain.7z,0.092786605,0.093520525,0.08354676,0.088737204,0.08600379,ERA-Interim,,,- best reconstruction,,
468,miri_388a_malaysia,113.97,4.3917,./20cr/miri_388a_malaysia.7z,./era20c/miri_388a_malaysia.7z,./eraint/miri_388a_malaysia.7z,./merra/miri_388a_malaysia.7z,./erafive/miri_388a_malaysia.7z,0.049051163,0.049508484,0.055987241,0.052907279,0.053453407,20CR,- best reconstruction,,,,
469,misumi_japan,130.45,32.617,./20cr/misumi_japan.7z,./era20c/misumi_japan.7z,./eraint/misumi_japan.7z,./merra/misumi_japan.7z,./erafive/misumi_japan.7z,0.091510883,0.079004189,0.074871284,0.089838851,0.077207867,ERA-Interim,,,- best reconstruction,,
470,miyakejima_357a_japan,139.48,34.067,./20cr/miyakejima_357a_japan.7z,./era20c/miyakejima_357a_japan.7z,./eraint/miyakejima_357a_japan.7z,./merra/miyakejima_357a_japan.7z,./erafive/miyakejima_357a_japan.7z,0.161180488,0.157687472,0.154617299,0.157657348,0.155896384,ERA-Interim,,,- best reconstruction,,
471,miyako_japan,141.98,39.65,./20cr/miyako_japan.7z,./era20c/miyako_japan.7z,./eraint/miyako_japan.7z,./merra/miyako_japan.7z,./erafive/miyako_japan.7z,0.077645426,0.05872378,0.055625506,0.069149749,0.067386127,ERA-Interim,,,- best reconstruction,,
472,mocamedes_238a_angola,12.145,-15.192,./20cr/mocamedes_238a_angola.7z,./era20c/mocamedes_238a_angola.7z,,,,,,,,,,,,,,
473,mokuoloe_061a_usa,-157.8,21.433,./20cr/mokuoloe_061a_usa.7z,./era20c/mokuoloe_061a_usa.7z,./eraint/mokuoloe_061a_usa.7z,./merra/mokuoloe_061a_usa.7z,./erafive/mokuoloe_061a_usa.7z,0.043408662,0.041962973,0.042300408,0.042753866,0.037119668,ERA-FIVE,,,,,- best reconstruction
474,mombasa_101a_kenya,39.657,-4.07,./20cr/mombasa_101a_kenya.7z,./era20c/mombasa_101a_kenya.7z,./eraint/mombasa_101a_kenya.7z,./merra/mombasa_101a_kenya.7z,./erafive/mombasa_101a_kenya.7z,0.043468012,0.043498856,0.044831413,0.039892298,0.04331262,MERRA,,,,- best reconstruction,
475,monaco_port_hercule_france,7.4215,43.729,./20cr/monaco_port_hercule_france.7z,./era20c/monaco_port_hercule_france.7z,./eraint/monaco_port_hercule_france.7z,./merra/monaco_port_hercule_france.7z,./erafive/monaco_port_hercule_france.7z,0.054516594,0.054037215,0.074530983,0.074298058,0.05399732,ERA-FIVE,,,,,- best reconstruction
476,"mona_is.,_pr_267a_usa",-67.938,18.09,"./20cr/mona_is.,_pr_267a_usa.7z","./era20c/mona_is.,_pr_267a_usa.7z","./eraint/mona_is.,_pr_267a_usa.7z","./merra/mona_is.,_pr_267a_usa.7z","./erafive/mona_is.,_pr_267a_usa.7z",0.056072056,0.060124455,0.057449392,0.057075733,0.057431203,20CR,- best reconstruction,,,,
477,"montauk,ny_279a_usa",-71.96,41.048,"./20cr/montauk,ny_279a_usa.7z","./era20c/montauk,ny_279a_usa.7z","./eraint/montauk,ny_279a_usa.7z","./merra/montauk,ny_279a_usa.7z","./erafive/montauk,ny_279a_usa.7z",0.133712664,0.123578588,0.103194037,0.140772978,0.123310892,ERA-Interim,,,- best reconstruction,,
478,"monterey,ca_555a_usa",-121.89,36.605,"./20cr/monterey,ca_555a_usa.7z","./era20c/monterey,ca_555a_usa.7z","./eraint/monterey,ca_555a_usa.7z","./merra/monterey,ca_555a_usa.7z","./erafive/monterey,ca_555a_usa.7z",0.059651011,0.055198406,0.051841881,0.049665274,0.049086856,ERA-FIVE,,,,,- best reconstruction
479,montoir_de_bretagne_,-2.1084,47.306,./20cr/montoir_de_bretagne_.7z,,./eraint/montoir_de_bretagne_.7z,./merra/montoir_de_bretagne_.7z,./erafive/montoir_de_bretagne_.7z,,,,,,,,,,,
480,morayfirth_p207_uk,-4.0022,57.599,./20cr/morayfirth_p207_uk.7z,./era20c/morayfirth_p207_uk.7z,./eraint/morayfirth_p207_uk.7z,./merra/morayfirth_p207_uk.7z,./erafive/morayfirth_p207_uk.7z,0.140624157,0.139517434,0.140239878,0.131498666,0.152193536,MERRA,,,,- best reconstruction,
481,mossel_bay_185a_south_africa,22.133,-34.183,./20cr/mossel_bay_185a_south_africa.7z,./era20c/mossel_bay_185a_south_africa.7z,./eraint/mossel_bay_185a_south_africa.7z,./merra/mossel_bay_185a_south_africa.7z,./erafive/mossel_bay_185a_south_africa.7z,0.105861985,0.105042185,0.091630079,0.095466094,0.090903397,ERA-FIVE,,,,,- best reconstruction
482,motril_motril_spain,-3.524,36.72,./20cr/motril_motril_spain.7z,./era20c/motril_motril_spain.7z,./eraint/motril_motril_spain.7z,./merra/motril_motril_spain.7z,./erafive/motril_motril_spain.7z,0.057574845,0.054313008,0.063572935,0.089982821,0.087220462,ERA-20c,,- best reconstruction,,,
483,moulmein_906a_myanmar,97.622,16.465,./20cr/moulmein_906a_myanmar.7z,./era20c/moulmein_906a_myanmar.7z,./eraint/moulmein_906a_myanmar.7z,./merra/moulmein_906a_myanmar.7z,./erafive/moulmein_906a_myanmar.7z,0.159991591,0.168261025,0.171729955,0.15438446,0.154044449,ERA-FIVE,,,,,- best reconstruction
484,mumbles_p932_uk,-3.9754,51.57,./20cr/mumbles_p932_uk.7z,./era20c/mumbles_p932_uk.7z,./eraint/mumbles_p932_uk.7z,./merra/mumbles_p932_uk.7z,./erafive/mumbles_p932_uk.7z,0.159430867,0.168181884,0.144611115,0.160139258,0.139621573,ERA-FIVE,,,,,- best reconstruction
485,murotomisaki_japan,134.17,33.267,./20cr/murotomisaki_japan.7z,./era20c/murotomisaki_japan.7z,./eraint/murotomisaki_japan.7z,./merra/murotomisaki_japan.7z,./erafive/murotomisaki_japan.7z,0.092475174,0.095478705,0.075885291,0.08241514,0.08060569,ERA-Interim,,,- best reconstruction,,
486,muscat_b_110b_oman,58.565,23.628,./20cr/muscat_b_110b_oman.7z,./era20c/muscat_b_110b_oman.7z,./eraint/muscat_b_110b_oman.7z,./merra/muscat_b_110b_oman.7z,./erafive/muscat_b_110b_oman.7z,0.067655725,0.066962352,0.065236421,0.065355196,0.064879481,ERA-FIVE,,,,,- best reconstruction
487,nagasaki_japan,129.87,32.733,./20cr/nagasaki_japan.7z,./era20c/nagasaki_japan.7z,./eraint/nagasaki_japan.7z,./merra/nagasaki_japan.7z,./erafive/nagasaki_japan.7z,0.083184256,0.071298466,0.067384607,0.068848064,0.068453744,ERA-Interim,,,- best reconstruction,,
488,nagoya_japan,136.88,35.083,./20cr/nagoya_japan.7z,./era20c/nagoya_japan.7z,./eraint/nagoya_japan.7z,./merra/nagoya_japan.7z,./erafive/nagoya_japan.7z,0.09802988,0.12029757,0.092841963,0.098398672,0.088834268,ERA-FIVE,,,,,- best reconstruction
489,naha_japan,127.67,26.217,./20cr/naha_japan.7z,./era20c/naha_japan.7z,./eraint/naha_japan.7z,./merra/naha_japan.7z,./erafive/naha_japan.7z,0.062365171,0.061202286,0.058132933,0.058413989,0.05820219,ERA-Interim,,,- best reconstruction,,
490,"nain,nf_01430_canada",-61.683,56.55,"./20cr/nain,nf_01430_canada.7z","./era20c/nain,nf_01430_canada.7z","./eraint/nain,nf_01430_canada.7z","./merra/nain,nf_01430_canada.7z","./erafive/nain,nf_01430_canada.7z",0.128941765,0.133859245,0.113320919,0.139531066,0.126722905,ERA-Interim,,,- best reconstruction,,
491,nakano_shima_345a_japan,129.84,29.842,./20cr/nakano_shima_345a_japan.7z,./era20c/nakano_shima_345a_japan.7z,./eraint/nakano_shima_345a_japan.7z,./merra/nakano_shima_345a_japan.7z,./erafive/nakano_shima_345a_japan.7z,0.095935924,0.092596661,0.091183031,0.089516818,0.092344704,MERRA,,,,- best reconstruction,
492,nantes_usine_brulee_,-1.5742,47.204,./20cr/nantes_usine_brulee_.7z,./era20c/nantes_usine_brulee_.7z,./eraint/nantes_usine_brulee_.7z,./merra/nantes_usine_brulee_.7z,./erafive/nantes_usine_brulee_.7z,0.353772538,0.348335628,0.341707669,0.344455301,0.344317598,ERA-Interim,,,- best reconstruction,,
493,nantucketisland_usa,-70.097,41.285,./20cr/nantucketisland_usa.7z,./era20c/nantucketisland_usa.7z,./eraint/nantucketisland_usa.7z,./merra/nantucketisland_usa.7z,./erafive/nantucketisland_usa.7z,0.123904066,0.098386646,0.084595131,0.112429084,0.115318221,ERA-Interim,,,- best reconstruction,,
494,naos_b_300b_panama,-79.533,8.9167,./20cr/naos_b_300b_panama.7z,./era20c/naos_b_300b_panama.7z,./eraint/naos_b_300b_panama.7z,./merra/naos_b_300b_panama.7z,./erafive/naos_b_300b_panama.7z,0.076023493,0.07036746,0.065480642,0.063714166,0.06299804,ERA-FIVE,,,,,- best reconstruction
495,napier_668a_new_zealand,176.92,-39.483,./20cr/napier_668a_new_zealand.7z,./era20c/napier_668a_new_zealand.7z,./eraint/napier_668a_new_zealand.7z,./merra/napier_668a_new_zealand.7z,./erafive/napier_668a_new_zealand.7z,0.080652193,0.080057265,0.071057074,0.078992308,0.079618957,ERA-Interim,,,- best reconstruction,,
496,naples_usa,-81.807,26.13,./20cr/naples_usa.7z,./era20c/naples_usa.7z,./eraint/naples_usa.7z,./merra/naples_usa.7z,./erafive/naples_usa.7z,0.089587428,0.096588558,0.109699367,0.09103961,0.089721722,20CR,- best reconstruction,,,,
497,napoli_napoli_italy,14.269,40.841,./20cr/napoli_napoli_italy.7z,./era20c/napoli_napoli_italy.7z,./eraint/napoli_napoli_italy.7z,./merra/napoli_napoli_italy.7z,./erafive/napoli_napoli_italy.7z,0.057290756,0.068785342,0.058950163,0.056671641,0.059534635,MERRA,,,,- best reconstruction,
498,natal_c_202c_brazil,-35.195,-5.7517,./20cr/natal_c_202c_brazil.7z,./era20c/natal_c_202c_brazil.7z,./eraint/natal_c_202c_brazil.7z,./merra/natal_c_202c_brazil.7z,./erafive/natal_c_202c_brazil.7z,0.027262069,0.028111817,0.025690146,0.026117533,0.026256887,ERA-Interim,,,- best reconstruction,,
499,nauru_001,166.91,-0.5283,./20cr/nauru_001.7z,./era20c/nauru_001.7z,./eraint/nauru_001.7z,./merra/nauru_001.7z,./erafive/nauru_001.7z,0.082247474,0.071263826,0.065766972,0.068466598,0.067770629,ERA-Interim,,,- best reconstruction,,
500,nawiliwili_058a_usa,-159.36,21.955,./20cr/nawiliwili_058a_usa.7z,./era20c/nawiliwili_058a_usa.7z,./eraint/nawiliwili_058a_usa.7z,./merra/nawiliwili_058a_usa.7z,./erafive/nawiliwili_058a_usa.7z,0.047608309,0.040978615,0.039993675,0.039851528,0.039716304,ERA-FIVE,,,,,- best reconstruction
501,naze_359a_japan,129.5,28.383,./20cr/naze_359a_japan.7z,./era20c/naze_359a_japan.7z,./eraint/naze_359a_japan.7z,./merra/naze_359a_japan.7z,./erafive/naze_359a_japan.7z,0.064719594,0.061576067,0.055646859,0.062508136,0.056881213,ERA-Interim,,,- best reconstruction,,
502,"neah_bay,wa_558a_usa",-124.62,48.368,"./20cr/neah_bay,wa_558a_usa.7z","./era20c/neah_bay,wa_558a_usa.7z","./eraint/neah_bay,wa_558a_usa.7z","./merra/neah_bay,wa_558a_usa.7z","./erafive/neah_bay,wa_558a_usa.7z",0.091586572,0.107148649,0.089382586,0.121996298,0.084845025,ERA-FIVE,,,,,- best reconstruction
503,nelson_077a_new_zealand,173.27,-41.267,./20cr/nelson_077a_new_zealand.7z,./era20c/nelson_077a_new_zealand.7z,./eraint/nelson_077a_new_zealand.7z,./merra/nelson_077a_new_zealand.7z,./erafive/nelson_077a_new_zealand.7z,0.090102932,0.093196016,0.090137991,0.078719799,0.089717595,MERRA,,,,- best reconstruction,
504,newcastle_019_australia,151.78,-32.926,./20cr/newcastle_019_australia.7z,./era20c/newcastle_019_australia.7z,./eraint/newcastle_019_australia.7z,./merra/newcastle_019_australia.7z,./erafive/newcastle_019_australia.7z,0.07319439,0.071192422,0.069881288,0.074794408,0.070730718,ERA-Interim,,,- best reconstruction,,
505,newhaven_p011_uk,0.05703,50.782,./20cr/newhaven_p011_uk.7z,./era20c/newhaven_p011_uk.7z,./eraint/newhaven_p011_uk.7z,./merra/newhaven_p011_uk.7z,./erafive/newhaven_p011_uk.7z,0.120353273,0.109485101,0.111235037,0.108967487,0.10394247,ERA-FIVE,,,,,- best reconstruction
506,newlondon_usa,-72.09,41.361,./20cr/newlondon_usa.7z,./era20c/newlondon_usa.7z,./eraint/newlondon_usa.7z,./merra/newlondon_usa.7z,./erafive/newlondon_usa.7z,0.145195346,0.114552683,0.12866948,0.109925986,0.109936037,MERRA,,,,- best reconstruction,
507,newlyn_p001_uk,-5.5417,50.102,./20cr/newlyn_p001_uk.7z,./era20c/newlyn_p001_uk.7z,./eraint/newlyn_p001_uk.7z,./merra/newlyn_p001_uk.7z,./erafive/newlyn_p001_uk.7z,0.104349142,0.111338319,0.082077726,0.087380872,0.085093932,ERA-Interim,,,- best reconstruction,,
508,"newport,ri_253a_usa",-71.327,41.505,"./20cr/newport,ri_253a_usa.7z","./era20c/newport,ri_253a_usa.7z","./eraint/newport,ri_253a_usa.7z","./merra/newport,ri_253a_usa.7z","./erafive/newport,ri_253a_usa.7z",0.110185525,0.110618652,0.103035531,0.102425824,0.106378173,MERRA,,,,- best reconstruction,
509,newport_p057_uk,-2.9874,51.55,./20cr/newport_p057_uk.7z,./era20c/newport_p057_uk.7z,./eraint/newport_p057_uk.7z,./merra/newport_p057_uk.7z,./erafive/newport_p057_uk.7z,0.227795779,0.230152694,0.229680433,0.228381063,0.222684074,ERA-FIVE,,,,,- best reconstruction
510,newport_usa,-71.327,41.505,./20cr/newport_usa.7z,./era20c/newport_usa.7z,./eraint/newport_usa.7z,./merra/newport_usa.7z,./erafive/newport_usa.7z,0.122117848,0.118408709,0.102187271,0.098569428,0.098453851,ERA-FIVE,,,,,- best reconstruction
511,"newwestminster,bc_07654_canada",-122.91,49.2,"./20cr/newwestminster,bc_07654_canada.7z","./era20c/newwestminster,bc_07654_canada.7z","./eraint/newwestminster,bc_07654_canada.7z","./merra/newwestminster,bc_07654_canada.7z","./erafive/newwestminster,bc_07654_canada.7z",0.17865442,0.193329345,0.169046558,0.183241873,0.183486583,ERA-Interim,,,- best reconstruction,,
512,newyork_thebattery__usa,-74.014,40.701,./20cr/newyork_thebattery__usa.7z,./era20c/newyork_thebattery__usa.7z,./eraint/newyork_thebattery__usa.7z,./merra/newyork_thebattery__usa.7z,./erafive/newyork_thebattery__usa.7z,0.162731948,0.141773918,0.117015719,0.146563709,0.137072209,ERA-Interim,,,- best reconstruction,,
513,"new_london,ct_744a_usa",-72.087,41.355,"./20cr/new_london,ct_744a_usa.7z","./era20c/new_london,ct_744a_usa.7z","./eraint/new_london,ct_744a_usa.7z","./merra/new_london,ct_744a_usa.7z","./erafive/new_london,ct_744a_usa.7z",0.127518346,0.11752508,0.126861152,0.116871933,0.108876699,ERA-FIVE,,,,,- best reconstruction
514,"new_york,ny_745a_usa",-74.015,40.7,"./20cr/new_york,ny_745a_usa.7z","./era20c/new_york,ny_745a_usa.7z","./eraint/new_york,ny_745a_usa.7z","./merra/new_york,ny_745a_usa.7z","./erafive/new_york,ny_745a_usa.7z",0.147170003,0.129133141,0.160549721,0.143436348,0.143863626,ERA-20c,,- best reconstruction,,,
515,nice_france,7.2853,43.696,./20cr/nice_france.7z,./era20c/nice_france.7z,./eraint/nice_france.7z,./merra/nice_france.7z,./erafive/nice_france.7z,0.059234716,0.060880993,0.081668557,0.076724151,0.057665186,ERA-FIVE,,,,,- best reconstruction
516,nishinoomote_363a_japan,131,30.732,./20cr/nishinoomote_363a_japan.7z,./era20c/nishinoomote_363a_japan.7z,./eraint/nishinoomote_363a_japan.7z,./merra/nishinoomote_363a_japan.7z,./erafive/nishinoomote_363a_japan.7z,0.084019013,0.074867025,0.077952404,0.075984193,0.076056258,ERA-20c,,- best reconstruction,,,
517,"nome,ak_595a_usa",-165.43,64.5,"./20cr/nome,ak_595a_usa.7z","./era20c/nome,ak_595a_usa.7z","./eraint/nome,ak_595a_usa.7z","./merra/nome,ak_595a_usa.7z","./erafive/nome,ak_595a_usa.7z",0.272131668,0.239787638,0.326465947,0.319354999,0.225904265,ERA-FIVE,,,,,- best reconstruction
518,norfolk_island_b_062b_australia,167.95,-29.067,./20cr/norfolk_island_b_062b_australia.7z,./era20c/norfolk_island_b_062b_australia.7z,./eraint/norfolk_island_b_062b_australia.7z,./merra/norfolk_island_b_062b_australia.7z,./erafive/norfolk_island_b_062b_australia.7z,0.062520559,0.060502352,0.062921076,0.095071062,0.062707365,ERA-20c,,- best reconstruction,,,
519,northshields_p032_uk,-1.4398,55.007,./20cr/northshields_p032_uk.7z,./era20c/northshields_p032_uk.7z,./eraint/northshields_p032_uk.7z,./merra/northshields_p032_uk.7z,./erafive/northshields_p032_uk.7z,0.140396467,0.13161287,0.122317536,0.119014542,0.129500917,MERRA,,,,- best reconstruction,
520,"northsydney,ns_00612_canada",-60.25,46.217,"./20cr/northsydney,ns_00612_canada.7z","./era20c/northsydney,ns_00612_canada.7z","./eraint/northsydney,ns_00612_canada.7z","./merra/northsydney,ns_00612_canada.7z","./erafive/northsydney,ns_00612_canada.7z",0.119800013,0.120118234,0.119315952,0.114583786,0.126190652,MERRA,,,,- best reconstruction,
521,nosy_be_150a_madagascar,48.3,-13.4,./20cr/nosy_be_150a_madagascar.7z,./era20c/nosy_be_150a_madagascar.7z,./eraint/nosy_be_150a_madagascar.7z,./merra/nosy_be_150a_madagascar.7z,./erafive/nosy_be_150a_madagascar.7z,0.077749766,0.085373012,0.078203978,0.081383804,0.082186458,20CR,- best reconstruction,,,,
522,noto_japan,137.15,37.5,./20cr/noto_japan.7z,./era20c/noto_japan.7z,./eraint/noto_japan.7z,./merra/noto_japan.7z,./erafive/noto_japan.7z,0.102097117,0.10698984,0.094885003,0.103197787,0.100866656,ERA-Interim,,,- best reconstruction,,
523,nouakchott_806a_mauritania,-16.037,17.99,./20cr/nouakchott_806a_mauritania.7z,./era20c/nouakchott_806a_mauritania.7z,./eraint/nouakchott_806a_mauritania.7z,./merra/nouakchott_806a_mauritania.7z,./erafive/nouakchott_806a_mauritania.7z,0.049894567,0.052113014,0.046883998,0.043503028,0.042709651,ERA-FIVE,,,,,- best reconstruction
524,noumea_b_019b_france,166.44,-22.292,./20cr/noumea_b_019b_france.7z,./era20c/noumea_b_019b_france.7z,./eraint/noumea_b_019b_france.7z,./merra/noumea_b_019b_france.7z,./erafive/noumea_b_019b_france.7z,0.043012312,0.056807421,0.041330909,0.042153892,0.042961928,ERA-Interim,,,- best reconstruction,,
525,nuku_alofa_038a_tonga,-175.2,-21.133,./20cr/nuku_alofa_038a_tonga.7z,./era20c/nuku_alofa_038a_tonga.7z,./eraint/nuku_alofa_038a_tonga.7z,./merra/nuku_alofa_038a_tonga.7z,./erafive/nuku_alofa_038a_tonga.7z,0.042365961,0.041871637,0.03979593,0.043789061,0.040825853,ERA-Interim,,,- best reconstruction,,
