,tg,lon_x,lat_x,twcrPath,era20cPath,eraintPath,merraPath,erafivePath,20CR,ERA-20c,ERA-Interim,MERRA,ERA-FIVE,lowestRMSE,twcrBest,era20cBest,eraintBest,merraBest,erafiveBest
183,dieppe_.csv,1.0845,49.928999999999995,./20cr/dieppe_.7z,./era20c/dieppe_.7z,./eraint/dieppe_.7z,./merra/dieppe_.7z,./erafive/dieppe_.7z,0.145260792,0.164391055,0.158211824,0.15909406199999998,0.147156227,20CR,best,nan,nan,nan,nan
184,djibouti_119a_djibouti.csv,43.14,11.607999999999999,./20cr/djibouti_119a_djibouti.7z,./era20c/djibouti_119a_djibouti.7z,./eraint/djibouti_119a_djibouti.7z,./merra/djibouti_119a_djibouti.7z,./erafive/djibouti_119a_djibouti.7z,0.041931191,0.0351775,0.037308588999999996,0.037867724,0.03606617,ERA-20c,nan,best,nan,nan,nan
185,donges_.csv,-2.0883,47.306000000000004,./20cr/donges_.7z,./era20c/donges_.7z,./eraint/donges_.7z,./merra/donges_.7z,./erafive/donges_.7z,0.17240728800000002,0.16925590100000001,0.163033877,0.12517936699999999,0.1633821,MERRA,nan,nan,nan,best,nan
186,dongfang_637a_china.csv,108.62,19.1,./20cr/dongfang_637a_china.7z,./era20c/dongfang_637a_china.7z,./eraint/dongfang_637a_china.7z,./merra/dongfang_637a_china.7z,./erafive/dongfang_637a_china.7z,0.075358179,0.08588321300000001,0.08529433199999999,0.077569987,0.077788541,20CR,best,nan,nan,nan,nan
187,dover_p012_uk.csv,1.3181,51.117,./20cr/dover_p012_uk.7z,./era20c/dover_p012_uk.7z,./eraint/dover_p012_uk.7z,./merra/dover_p012_uk.7z,./erafive/dover_p012_uk.7z,0.159075679,0.173865632,0.133580871,0.136680358,0.13329085599999999,ERA-FIVE,nan,nan,nan,nan,best
188,draghallan_002_sweden.csv,17.533,62.367,./20cr/draghallan_002_sweden.7z,./era20c/draghallan_002_sweden.7z,,,,,,,,,,nan,nan,nan,nan,nan
189,"duck_pier,nc_260a_usa.csv",-75.74,36.183,"./20cr/duck_pier,nc_260a_usa.7z","./era20c/duck_pier,nc_260a_usa.7z","./eraint/duck_pier,nc_260a_usa.7z","./merra/duck_pier,nc_260a_usa.7z","./erafive/duck_pier,nc_260a_usa.7z",0.132764025,0.133920619,0.11222368099999999,0.125745556,0.10894942099999999,ERA-FIVE,nan,nan,nan,nan,best
190,dumont_d_urville_189a_france.csv,140.01,-66.66199999999999,./20cr/dumont_d_urville_189a_france.7z,./era20c/dumont_d_urville_189a_france.7z,./eraint/dumont_d_urville_189a_france.7z,./merra/dumont_d_urville_189a_france.7z,./erafive/dumont_d_urville_189a_france.7z,0.112012035,0.102006549,0.111935218,0.102872369,0.10200715199999999,ERA-20c,nan,best,nan,nan,nan
191,dunkerque_.csv,2.3667,51.048,./20cr/dunkerque_.7z,./era20c/dunkerque_.7z,./eraint/dunkerque_.7z,./merra/dunkerque_.7z,./erafive/dunkerque_.7z,0.183411915,0.168285059,0.166948033,0.219046467,0.172807794,ERA-Interim,nan,nan,best,nan,nan
192,durban_181a_south_africa.csv,31.05,-29.866999999999997,./20cr/durban_181a_south_africa.7z,./era20c/durban_181a_south_africa.7z,./eraint/durban_181a_south_africa.7z,./merra/durban_181a_south_africa.7z,./erafive/durban_181a_south_africa.7z,0.102447585,0.096250246,0.101148259,0.08444366199999999,0.100198285,MERRA,nan,nan,nan,best,nan
193,"dutch_harbor_b,ak_041b_usa.csv",-166.54,53.88,"./20cr/dutch_harbor_b,ak_041b_usa.7z","./era20c/dutch_harbor_b,ak_041b_usa.7z","./eraint/dutch_harbor_b,ak_041b_usa.7z","./merra/dutch_harbor_b,ak_041b_usa.7z","./erafive/dutch_harbor_b,ak_041b_usa.7z",0.172727503,0.096323424,0.098976361,0.09788936300000001,0.087496185,ERA-FIVE,nan,nan,nan,nan,best
194,dzaoudi_155a_mayotte.csv,45.257,-12.78,./20cr/dzaoudi_155a_mayotte.7z,./era20c/dzaoudi_155a_mayotte.7z,./eraint/dzaoudi_155a_mayotte.7z,./merra/dzaoudi_155a_mayotte.7z,./erafive/dzaoudi_155a_mayotte.7z,0.071117464,0.071776572,0.072679251,0.070985222,0.070595708,ERA-FIVE,nan,nan,nan,nan,best
195,easter_c_022c_chile.csv,-109.45,-27.15,./20cr/easter_c_022c_chile.7z,./era20c/easter_c_022c_chile.7z,./eraint/easter_c_022c_chile.7z,./merra/easter_c_022c_chile.7z,./erafive/easter_c_022c_chile.7z,0.066456663,0.091027018,0.06543528900000001,0.063488007,0.065847507,MERRA,nan,nan,nan,best,nan
196,"eastport,me_740a_usa.csv",-66.985,44.903,"./20cr/eastport,me_740a_usa.7z","./era20c/eastport,me_740a_usa.7z","./eraint/eastport,me_740a_usa.7z","./merra/eastport,me_740a_usa.7z","./erafive/eastport,me_740a_usa.7z",0.10554028,0.10905353300000001,0.09721949099999999,0.11327914900000001,0.106016327,ERA-Interim,nan,nan,best,nan,nan
197,east_london_187a_south_africa.csv,27.916999999999998,-33.016999999999996,./20cr/east_london_187a_south_africa.7z,./era20c/east_london_187a_south_africa.7z,./eraint/east_london_187a_south_africa.7z,./merra/east_london_187a_south_africa.7z,./erafive/east_london_187a_south_africa.7z,0.095379215,0.08469144,0.08160109,0.096736663,0.117606469,ERA-Interim,nan,nan,best,nan,nan
198,el_hierro_elhierro_spain.csv,-17.9,27.78,./20cr/el_hierro_elhierro_spain.7z,./era20c/el_hierro_elhierro_spain.7z,./eraint/el_hierro_elhierro_spain.7z,./merra/el_hierro_elhierro_spain.7z,./erafive/el_hierro_elhierro_spain.7z,0.040910957000000005,0.038578206000000004,0.038546732,0.045982823,0.03955713,ERA-Interim,nan,nan,best,nan,nan
199,enewetok_b_006b_rep._of_marshall_i.csv,162.39,11.43,./20cr/enewetok_b_006b_rep._of_marshall_i.7z,./era20c/enewetok_b_006b_rep._of_marshall_i.7z,,,,,,,,,,nan,nan,nan,nan,nan
200,ensenada_317a_mexico.csv,-116.63,31.85,./20cr/ensenada_317a_mexico.7z,./era20c/ensenada_317a_mexico.7z,./eraint/ensenada_317a_mexico.7z,./merra/ensenada_317a_mexico.7z,./erafive/ensenada_317a_mexico.7z,0.05881514,0.054889309000000004,0.056353798,0.060608097,0.056458485999999995,ERA-20c,nan,best,nan,nan,nan
201,esbjerg_130121_denmark.csv,8.4333,55.467,./20cr/esbjerg_130121_denmark.7z,./era20c/esbjerg_130121_denmark.7z,./eraint/esbjerg_130121_denmark.7z,./merra/esbjerg_130121_denmark.7z,./erafive/esbjerg_130121_denmark.7z,0.311048115,0.270574117,0.303933947,0.268071665,0.228535115,ERA-FIVE,nan,nan,nan,nan,best
202,esmeraldas_098a_ecuador.csv,-79.64699999999998,0.9917,./20cr/esmeraldas_098a_ecuador.7z,./era20c/esmeraldas_098a_ecuador.7z,./eraint/esmeraldas_098a_ecuador.7z,./merra/esmeraldas_098a_ecuador.7z,./erafive/esmeraldas_098a_ecuador.7z,0.073805651,0.070455957,0.069622459,0.070352624,0.06850866,ERA-FIVE,nan,nan,nan,nan,best
203,esperance_010_australia.csv,121.89,-33.861,./20cr/esperance_010_australia.7z,./era20c/esperance_010_australia.7z,./eraint/esperance_010_australia.7z,./merra/esperance_010_australia.7z,./erafive/esperance_010_australia.7z,0.11549719800000001,0.077269818,0.079520009,0.08212794799999999,0.082347748,ERA-20c,nan,best,nan,nan,nan
204,"esperanza,argentina_001.csv",-56.995,-63.395,"./20cr/esperanza,argentina_001.7z","./era20c/esperanza,argentina_001.7z","./eraint/esperanza,argentina_001.7z","./merra/esperanza,argentina_001.7z","./erafive/esperanza,argentina_001.7z",0.144511424,0.11269763099999999,0.16436799900000001,0.10732764800000001,0.102394024,ERA-FIVE,nan,nan,nan,nan,best
205,"esperanza,_pr_733a_usa.csv",-65.47,18.093,"./20cr/esperanza,_pr_733a_usa.7z","./era20c/esperanza,_pr_733a_usa.7z","./eraint/esperanza,_pr_733a_usa.7z","./merra/esperanza,_pr_733a_usa.7z","./erafive/esperanza,_pr_733a_usa.7z",0.030960749,0.027926468,0.02865918,0.028746642000000003,0.028666685,ERA-20c,nan,best,nan,nan,nan
206,"esperence,australia_001.csv",121.9,-33.867,"./20cr/esperence,australia_001.7z","./era20c/esperence,australia_001.7z","./eraint/esperence,australia_001.7z","./merra/esperence,australia_001.7z","./erafive/esperence,australia_001.7z",0.11040464400000001,0.134347148,0.08289492,0.081829742,0.080930623,ERA-FIVE,nan,nan,nan,nan,best
207,exuma_cays_256a_bahamas.csv,-76.105,23.773000000000003,./20cr/exuma_cays_256a_bahamas.7z,./era20c/exuma_cays_256a_bahamas.7z,./eraint/exuma_cays_256a_bahamas.7z,./merra/exuma_cays_256a_bahamas.7z,./erafive/exuma_cays_256a_bahamas.7z,0.052161085999999995,0.059763795,0.039455075,0.056202487999999995,0.05006503599999999,ERA-Interim,nan,nan,best,nan,nan
208,"fajardo_b,pr_783b_usa.csv",-65.633,18.333,"./20cr/fajardo_b,pr_783b_usa.7z","./era20c/fajardo_b,pr_783b_usa.7z","./eraint/fajardo_b,pr_783b_usa.7z","./merra/fajardo_b,pr_783b_usa.7z","./erafive/fajardo_b,pr_783b_usa.7z",0.035936095,0.035683989,0.034433742999999996,0.034731387,0.037453801,ERA-Interim,nan,nan,best,nan,nan
209,fanning_c_012c_rep._of_kiribati.csv,-159.39,3.9067,./20cr/fanning_c_012c_rep._of_kiribati.7z,./era20c/fanning_c_012c_rep._of_kiribati.7z,./eraint/fanning_c_012c_rep._of_kiribati.7z,./merra/fanning_c_012c_rep._of_kiribati.7z,./erafive/fanning_c_012c_rep._of_kiribati.7z,0.037111041000000004,0.037324355,0.03781994,0.038059166,0.038362771000000004,20CR,best,nan,nan,nan,nan
210,faraday_700a_united_kingdom.csv,-64.267,-65.25,./20cr/faraday_700a_united_kingdom.7z,./era20c/faraday_700a_united_kingdom.7z,./eraint/faraday_700a_united_kingdom.7z,./merra/faraday_700a_united_kingdom.7z,./erafive/faraday_700a_united_kingdom.7z,0.169377478,0.13473237,0.10945878199999999,0.12770214300000002,0.11961917300000001,ERA-Interim,nan,nan,best,nan,nan
211,felixstowe_p204_uk.csv,1.3484,51.957,./20cr/felixstowe_p204_uk.7z,./era20c/felixstowe_p204_uk.7z,./eraint/felixstowe_p204_uk.7z,./merra/felixstowe_p204_uk.7z,./erafive/felixstowe_p204_uk.7z,0.21035723399999998,0.220169301,0.167401023,0.173173257,0.170699585,ERA-Interim,nan,nan,best,nan,nan
212,fer._de_noronha_c_203c_brazil.csv,-32.403,-3.8283,./20cr/fer._de_noronha_c_203c_brazil.7z,./era20c/fer._de_noronha_c_203c_brazil.7z,./eraint/fer._de_noronha_c_203c_brazil.7z,./merra/fer._de_noronha_c_203c_brazil.7z,./erafive/fer._de_noronha_c_203c_brazil.7z,0.042968538,0.044019721,0.044281882,0.044496414000000005,0.046861377999999995,20CR,best,nan,nan,nan,nan
213,fernandina_beach_240a_usa.csv,-81.467,30.671999999999997,./20cr/fernandina_beach_240a_usa.7z,./era20c/fernandina_beach_240a_usa.7z,./eraint/fernandina_beach_240a_usa.7z,./merra/fernandina_beach_240a_usa.7z,./erafive/fernandina_beach_240a_usa.7z,0.180396425,0.155875333,0.139963691,0.140003933,0.147919454,ERA-Interim,nan,nan,best,nan,nan
214,ferrol_ferrol_spain.csv,-8.326,43.463,./20cr/ferrol_ferrol_spain.7z,./era20c/ferrol_ferrol_spain.7z,./eraint/ferrol_ferrol_spain.7z,./merra/ferrol_ferrol_spain.7z,./erafive/ferrol_ferrol_spain.7z,0.081475264,0.086652935,0.08653106699999999,0.075864743,0.083427426,MERRA,nan,nan,nan,best,nan
215,fishguard_p055_uk.csv,-4.9833,52.013999999999996,./20cr/fishguard_p055_uk.7z,./era20c/fishguard_p055_uk.7z,./eraint/fishguard_p055_uk.7z,./merra/fishguard_p055_uk.7z,./erafive/fishguard_p055_uk.7z,0.127917611,0.15834917099999998,0.09591906800000001,0.11176236099999999,0.09666422300000001,ERA-Interim,nan,nan,best,nan,nan
216,"flores,santa_cruz_210a_portugal.csv",-31.16800000000001,39.378,"./20cr/flores,santa_cruz_210a_portugal.7z","./era20c/flores,santa_cruz_210a_portugal.7z","./eraint/flores,santa_cruz_210a_portugal.7z","./merra/flores,santa_cruz_210a_portugal.7z","./erafive/flores,santa_cruz_210a_portugal.7z",0.071972898,0.070848841,0.066121833,0.081896977,0.076364453,ERA-Interim,nan,nan,best,nan,nan
217,formentera_formentera_spain.csv,1.4189,38.735,./20cr/formentera_formentera_spain.7z,./era20c/formentera_formentera_spain.7z,./eraint/formentera_formentera_spain.7z,./merra/formentera_formentera_spain.7z,./erafive/formentera_formentera_spain.7z,0.062739662,0.078636071,0.074069065,0.063642422,0.058259553,ERA-FIVE,nan,nan,nan,nan,best
218,forsmark_003_sweden.csv,18.211,60.409,./20cr/forsmark_003_sweden.7z,./era20c/forsmark_003_sweden.7z,./eraint/forsmark_003_sweden.7z,./merra/forsmark_003_sweden.7z,./erafive/forsmark_003_sweden.7z,0.138151159,0.163757624,0.127439385,0.131738914,0.136931233,ERA-Interim,nan,nan,best,nan,nan
219,fortaleza_c_283c_brazil.csv,-38.467,-3.7167,./20cr/fortaleza_c_283c_brazil.7z,./era20c/fortaleza_c_283c_brazil.7z,./eraint/fortaleza_c_283c_brazil.7z,./merra/fortaleza_c_283c_brazil.7z,./erafive/fortaleza_c_283c_brazil.7z,0.04588218,0.049186772000000004,0.025366494,0.026652335,0.025170712,ERA-FIVE,nan,nan,nan,nan,best
220,fortdenison_011_australia.csv,151.23,-33.85,./20cr/fortdenison_011_australia.7z,./era20c/fortdenison_011_australia.7z,./eraint/fortdenison_011_australia.7z,./merra/fortdenison_011_australia.7z,./erafive/fortdenison_011_australia.7z,0.07118145599999999,0.066630204,0.073019327,0.066808014,0.06456372,ERA-FIVE,nan,nan,nan,nan,best
221,fortmyers_usa.csv,-81.87100000000002,26.648000000000003,./20cr/fortmyers_usa.7z,./era20c/fortmyers_usa.7z,./eraint/fortmyers_usa.7z,./merra/fortmyers_usa.7z,./erafive/fortmyers_usa.7z,0.087675721,0.10975527,0.105301865,0.089571939,0.08942561199999999,20CR,best,nan,nan,nan,nan
222,fortpulaski_usa.csv,-80.902,32.033,./20cr/fortpulaski_usa.7z,./era20c/fortpulaski_usa.7z,./eraint/fortpulaski_usa.7z,./merra/fortpulaski_usa.7z,./erafive/fortpulaski_usa.7z,0.19835501,0.12784652,0.116413379,0.142988814,0.132337873,ERA-Interim,nan,nan,best,nan,nan
223,fort_denison_333a_australia.csv,151.23,-33.85,./20cr/fort_denison_333a_australia.7z,./era20c/fort_denison_333a_australia.7z,./eraint/fort_denison_333a_australia.7z,./merra/fort_denison_333a_australia.7z,./erafive/fort_denison_333a_australia.7z,0.072601258,0.063822737,0.060818936,0.059767474,0.0614035,MERRA,nan,nan,nan,best,nan
224,fort_de_france_271a_france.csv,-61.05,14.583,./20cr/fort_de_france_271a_france.7z,./era20c/fort_de_france_271a_france.7z,./eraint/fort_de_france_271a_france.7z,./merra/fort_de_france_271a_france.7z,./erafive/fort_de_france_271a_france.7z,0.039035665,0.038978982,0.038736186,0.03859297,0.039442157,MERRA,nan,nan,nan,best,nan
225,"fort_pulaski,ga_752a_usa.csv",-80.902,32.033,"./20cr/fort_pulaski,ga_752a_usa.7z","./era20c/fort_pulaski,ga_752a_usa.7z","./eraint/fort_pulaski,ga_752a_usa.7z","./merra/fort_pulaski,ga_752a_usa.7z","./erafive/fort_pulaski,ga_752a_usa.7z",0.197560953,0.12659849199999998,0.11941996199999999,0.129309338,0.13076365,ERA-Interim,nan,nan,best,nan,nan
226,fos_sur_mer_france.csv,4.8929,43.405,./20cr/fos_sur_mer_france.7z,,./eraint/fos_sur_mer_france.7z,./merra/fos_sur_mer_france.7z,./erafive/fos_sur_mer_france.7z,,,,,,,nan,nan,nan,nan,nan
227,freeport_usa.csv,-95.30799999999999,28.948,./20cr/freeport_usa.7z,./era20c/freeport_usa.7z,./eraint/freeport_usa.7z,./merra/freeport_usa.7z,./erafive/freeport_usa.7z,0.127920535,0.097850911,0.125869812,0.108565441,0.11641297099999999,ERA-20c,nan,best,nan,nan,nan
228,fremantle_012_australia.csv,115.75,-32.053000000000004,./20cr/fremantle_012_australia.7z,./era20c/fremantle_012_australia.7z,./eraint/fremantle_012_australia.7z,./merra/fremantle_012_australia.7z,./erafive/fremantle_012_australia.7z,0.084013641,0.075565015,0.08754299300000001,0.091374635,0.08455118199999999,ERA-20c,nan,best,nan,nan,nan
229,french_frigate_b_014b_usa.csv,-166.29,23.868000000000002,./20cr/french_frigate_b_014b_usa.7z,./era20c/french_frigate_b_014b_usa.7z,./eraint/french_frigate_b_014b_usa.7z,./merra/french_frigate_b_014b_usa.7z,./erafive/french_frigate_b_014b_usa.7z,0.059704952,0.051455939000000006,0.050379957,0.052099412000000005,0.050740143,ERA-Interim,nan,nan,best,nan,nan
230,fridayharbor_ocean.labs.__usa.csv,-123.01,48.547,./20cr/fridayharbor_ocean.labs.__usa.7z,./era20c/fridayharbor_ocean.labs.__usa.7z,./eraint/fridayharbor_ocean.labs.__usa.7z,./merra/fridayharbor_ocean.labs.__usa.7z,./erafive/fridayharbor_ocean.labs.__usa.7z,0.100334166,0.101749101,0.09295684300000001,0.097203825,0.09198792,ERA-FIVE,nan,nan,nan,nan,best
231,fuerteventura_fuerteventura_spain.csv,-13.85,28.5,./20cr/fuerteventura_fuerteventura_spain.7z,./era20c/fuerteventura_fuerteventura_spain.7z,./eraint/fuerteventura_fuerteventura_spain.7z,./merra/fuerteventura_fuerteventura_spain.7z,./erafive/fuerteventura_fuerteventura_spain.7z,0.049664972,0.044749057,0.037577282999999996,0.044125584,0.041514153,ERA-Interim,nan,nan,best,nan,nan
232,fukaura_japan.csv,139.93,40.65,./20cr/fukaura_japan.7z,./era20c/fukaura_japan.7z,./eraint/fukaura_japan.7z,./merra/fukaura_japan.7z,./erafive/fukaura_japan.7z,0.08722311,0.085438924,0.08232287099999999,0.079307595,0.08143098,MERRA,nan,nan,nan,best,nan
233,fukue_japan.csv,128.85,32.7,./20cr/fukue_japan.7z,./era20c/fukue_japan.7z,./eraint/fukue_japan.7z,./merra/fukue_japan.7z,./erafive/fukue_japan.7z,0.078578164,0.068782081,0.066525313,0.069232266,0.066898241,ERA-Interim,nan,nan,best,nan,nan
234,"fulfordharbour,bc_07330_canada.csv",-123.45,48.769,"./20cr/fulfordharbour,bc_07330_canada.7z","./era20c/fulfordharbour,bc_07330_canada.7z","./eraint/fulfordharbour,bc_07330_canada.7z","./merra/fulfordharbour,bc_07330_canada.7z","./erafive/fulfordharbour,bc_07330_canada.7z",0.114765387,0.10775821599999999,0.11583014,0.110206826,0.113519273,ERA-20c,nan,best,nan,nan,nan
235,"funafuti,tuvalu_001.csv",179.19,-8.525,"./20cr/funafuti,tuvalu_001.7z","./era20c/funafuti,tuvalu_001.7z","./eraint/funafuti,tuvalu_001.7z","./merra/funafuti,tuvalu_001.7z","./erafive/funafuti,tuvalu_001.7z",0.040052985,0.039957122000000005,0.041182021,0.03971036,0.040614318999999996,MERRA,nan,nan,nan,best,nan
236,funchal_b_218b_portugal.csv,-16.907,32.64,./20cr/funchal_b_218b_portugal.7z,./era20c/funchal_b_218b_portugal.7z,./eraint/funchal_b_218b_portugal.7z,./merra/funchal_b_218b_portugal.7z,./erafive/funchal_b_218b_portugal.7z,0.05399574,0.061207838,0.054346730999999995,0.055851765,0.056275397000000005,20CR,best,nan,nan,nan,nan
237,furuogrund_004_sweden.csv,21.230999999999998,64.916,./20cr/furuogrund_004_sweden.7z,./era20c/furuogrund_004_sweden.7z,./eraint/furuogrund_004_sweden.7z,./merra/furuogrund_004_sweden.7z,./erafive/furuogrund_004_sweden.7z,0.19563587100000002,0.162503709,0.15011396,0.154440949,0.15883545400000001,ERA-Interim,nan,nan,best,nan,nan
238,"galveston,pier_21_775a_usa.csv",-94.79,29.287,"./20cr/galveston,pier_21_775a_usa.7z","./era20c/galveston,pier_21_775a_usa.7z","./eraint/galveston,pier_21_775a_usa.7z","./merra/galveston,pier_21_775a_usa.7z","./erafive/galveston,pier_21_775a_usa.7z",0.13043400300000002,0.111067761,0.108815403,0.121196076,0.115082743,ERA-Interim,nan,nan,best,nan,nan
239,gan_109a_rep._of_maldives.csv,73.152,-0.6867,./20cr/gan_109a_rep._of_maldives.7z,./era20c/gan_109a_rep._of_maldives.7z,./eraint/gan_109a_rep._of_maldives.7z,./merra/gan_109a_rep._of_maldives.7z,./erafive/gan_109a_rep._of_maldives.7z,0.03842309,0.035576729,0.034514316,0.034560837000000004,0.034856303,ERA-Interim,nan,nan,best,nan,nan
240,gandia_gandia_spain.csv,-0.152,38.995,./20cr/gandia_gandia_spain.7z,./era20c/gandia_gandia_spain.7z,./eraint/gandia_gandia_spain.7z,./merra/gandia_gandia_spain.7z,./erafive/gandia_gandia_spain.7z,0.065995745,0.081109044,0.064044612,0.06968386,0.058697542000000005,ERA-FIVE,nan,nan,nan,nan,best
241,gedser_837a_denmark.csv,11.933,54.567,./20cr/gedser_837a_denmark.7z,./era20c/gedser_837a_denmark.7z,./eraint/gedser_837a_denmark.7z,./merra/gedser_837a_denmark.7z,./erafive/gedser_837a_denmark.7z,0.19973042800000002,0.16761134800000002,0.183964915,0.19978720600000002,0.169069726,ERA-20c,nan,best,nan,nan,nan
242,geelong_013_australia.csv,144.36,-38.147,./20cr/geelong_013_australia.7z,./era20c/geelong_013_australia.7z,./eraint/geelong_013_australia.7z,./merra/geelong_013_australia.7z,./erafive/geelong_013_australia.7z,0.095806505,0.086015143,0.072350298,0.075645825,0.074308601,ERA-Interim,nan,nan,best,nan,nan
243,genova_genova_italy.csv,8.9253,44.41,./20cr/genova_genova_italy.7z,./era20c/genova_genova_italy.7z,./eraint/genova_genova_italy.7z,./merra/genova_genova_italy.7z,./erafive/genova_genova_italy.7z,0.08532334300000001,0.082316225,0.109396711,0.095514692,0.082950157,ERA-20c,nan,best,nan,nan,nan
244,georgetown_015_australia.csv,146.85,-41.133,./20cr/georgetown_015_australia.7z,./era20c/georgetown_015_australia.7z,./eraint/georgetown_015_australia.7z,./merra/georgetown_015_australia.7z,./erafive/georgetown_015_australia.7z,0.137931679,0.143694455,0.100609905,0.10056004,0.100817351,MERRA,nan,nan,nan,best,nan
245,geraldton_014_australia.csv,114.61,-28.773000000000003,./20cr/geraldton_014_australia.7z,./era20c/geraldton_014_australia.7z,./eraint/geraldton_014_australia.7z,./merra/geraldton_014_australia.7z,./erafive/geraldton_014_australia.7z,0.135842918,0.08694966300000001,0.086165953,0.13073506,0.07543659900000001,ERA-FIVE,nan,nan,nan,nan,best
246,geting_326a_malaysia.csv,102.11,6.2267,./20cr/geting_326a_malaysia.7z,./era20c/geting_326a_malaysia.7z,./eraint/geting_326a_malaysia.7z,./merra/geting_326a_malaysia.7z,./erafive/geting_326a_malaysia.7z,0.102602915,0.114575812,0.10786753800000001,0.102613076,0.10886583,20CR,best,nan,nan,nan,nan
247,gibara_244a_cuba.csv,-76.117,21.116999999999997,./20cr/gibara_244a_cuba.7z,./era20c/gibara_244a_cuba.7z,./eraint/gibara_244a_cuba.7z,./merra/gibara_244a_cuba.7z,./erafive/gibara_244a_cuba.7z,0.055959469000000005,0.056902189000000006,0.057338812,0.055125966,0.055919724000000004,MERRA,nan,nan,nan,best,nan
248,gibraltar_289a_united_kingdom.csv,-5.35,36.117,./20cr/gibraltar_289a_united_kingdom.7z,./era20c/gibraltar_289a_united_kingdom.7z,./eraint/gibraltar_289a_united_kingdom.7z,./merra/gibraltar_289a_united_kingdom.7z,./erafive/gibraltar_289a_united_kingdom.7z,0.09754973199999999,0.08647703300000001,0.060354503,0.064399835,0.09456815800000001,ERA-Interim,nan,nan,best,nan,nan
249,gijon_gijon_spain.csv,-5.6979999999999995,43.558,./20cr/gijon_gijon_spain.7z,./era20c/gijon_gijon_spain.7z,./eraint/gijon_gijon_spain.7z,./merra/gijon_gijon_spain.7z,./erafive/gijon_gijon_spain.7z,0.07993604,0.07991237400000001,0.072500799,0.074296146,0.070086512,ERA-FIVE,nan,nan,nan,nan,best
250,gisborne_b_078b_new_zealand.csv,178.03,-38.683,./20cr/gisborne_b_078b_new_zealand.7z,./era20c/gisborne_b_078b_new_zealand.7z,./eraint/gisborne_b_078b_new_zealand.7z,./merra/gisborne_b_078b_new_zealand.7z,./erafive/gisborne_b_078b_new_zealand.7z,0.07868816299999999,0.080205919,0.0768283,0.078494698,0.087181811,ERA-Interim,nan,nan,best,nan,nan
251,gladstone_p234_uk.csv,-3.0180000000000002,53.45,./20cr/gladstone_p234_uk.7z,./era20c/gladstone_p234_uk.7z,./eraint/gladstone_p234_uk.7z,./merra/gladstone_p234_uk.7z,./erafive/gladstone_p234_uk.7z,0.22760361699999998,0.208555605,0.202023557,0.2146776,0.199552175,ERA-FIVE,nan,nan,nan,nan,best
252,gloucesterpoint_usa.csv,-76.5,37.247,./20cr/gloucesterpoint_usa.7z,./era20c/gloucesterpoint_usa.7z,./eraint/gloucesterpoint_usa.7z,./merra/gloucesterpoint_usa.7z,./erafive/gloucesterpoint_usa.7z,0.1280779,0.132625065,0.13051596699999998,0.138613302,0.118382968,ERA-FIVE,nan,nan,nan,nan,best
253,gobo_japan.csv,135.17,33.85,./20cr/gobo_japan.7z,./era20c/gobo_japan.7z,./eraint/gobo_japan.7z,./merra/gobo_japan.7z,./erafive/gobo_japan.7z,0.086266459,0.080982875,0.086701662,0.097452184,0.07984467099999999,ERA-FIVE,nan,nan,nan,nan,best
254,gomera_gomera_spain.csv,-17.0,28.0,./20cr/gomera_gomera_spain.7z,./era20c/gomera_gomera_spain.7z,./eraint/gomera_gomera_spain.7z,./merra/gomera_gomera_spain.7z,./erafive/gomera_gomera_spain.7z,0.051321940999999996,0.055835637,0.048445700999999994,0.04935549,0.049432045,ERA-Interim,nan,nan,best,nan,nan
255,goteborgtorshamnen_005_sweden.csv,11.8,57.683,./20cr/goteborgtorshamnen_005_sweden.7z,./era20c/goteborgtorshamnen_005_sweden.7z,./eraint/goteborgtorshamnen_005_sweden.7z,./merra/goteborgtorshamnen_005_sweden.7z,./erafive/goteborgtorshamnen_005_sweden.7z,0.13043238599999998,0.13131083,0.11677759900000001,0.116473517,0.117340181,MERRA,nan,nan,nan,best,nan
256,grandisle_usa.csv,-89.95700000000002,29.263,./20cr/grandisle_usa.7z,./era20c/grandisle_usa.7z,./eraint/grandisle_usa.7z,./merra/grandisle_usa.7z,./erafive/grandisle_usa.7z,0.104331815,0.083318135,0.072611535,0.07252563299999999,0.084195787,MERRA,nan,nan,nan,best,nan
257,groote_eylandt_145a_australia.csv,136.42,-13.86,./20cr/groote_eylandt_145a_australia.7z,./era20c/groote_eylandt_145a_australia.7z,./eraint/groote_eylandt_145a_australia.7z,./merra/groote_eylandt_145a_australia.7z,./erafive/groote_eylandt_145a_australia.7z,0.108055813,0.095955383,0.11201702300000001,0.10011054800000001,0.102591079,ERA-20c,nan,best,nan,nan,nan
258,guadalupe_036a_mexico.csv,-118.3,28.88300000000001,./20cr/guadalupe_036a_mexico.7z,./era20c/guadalupe_036a_mexico.7z,./eraint/guadalupe_036a_mexico.7z,./merra/guadalupe_036a_mexico.7z,./erafive/guadalupe_036a_mexico.7z,0.057598385999999994,0.056139657999999995,0.055210374000000007,0.056843073,0.056197772,ERA-Interim,nan,nan,best,nan,nan
