,tg,lon_x,lat_x,e99_1930,e99_1930_sigf,e99_1950,e99_1950_sigf,t99_1930,t99_1930_sigf,t99_1950,t99_1950_sigf
227,panama_city_beach_761a_usa,-85.88,30.213,,,0.624331474,TRUE,0.201050137,FALSE,0.507189872,FALSE
228,"pensacola,fl_762a_usa",-87.213,30.403,,,0.940884221,TRUE,-0.259707142,FALSE,-0.518901927,TRUE
229,ponta_delgada_211a_portugal,-25.672,37.735,,,-0.195243545,FALSE,-0.089760109,FALSE,-0.306670796,TRUE
230,portland_maine__usa,-70.247,43.657,,,-0.077135011,FALSE,0.372360785,TRUE,0.079768812,FALSE
231,"port_angeles,_wa_584a_usa",-123.44,48.125,,,0.069206926,FALSE,,,0.079159867,FALSE
232,"port_orford,_or_557a_usa",-124.5,42.74,,,0.129098237,FALSE,,,-0.184487327,FALSE
233,"prudhoe_bay,_ak_579a_usa",-148.53,70.4,,,-0.288647492,FALSE,,,0.531458831,FALSE
234,"qaqortoq,greenland_001",-46.033,60.717,,,-0.167338323,FALSE,,,,
235,reedypoint_usa,-75.573,39.558,,,-0.151008588,FALSE,0.073212388,FALSE,-0.341841463,FALSE
236,"sabine_pass_n,tx_766a_usa",-93.87,29.73,,,1.052750635,TRUE,-0.420678561,FALSE,-0.022400415,FALSE
237,sakai_japan,133.25,35.55,,,0.107794953,FALSE,,,0.006398497,FALSE
238,sandyhook_usa,-74.009,40.467,,,0.265456902,FALSE,0.27675371,FALSE,-0.2805269,FALSE
239,seattle_usa,-122.34,47.603,,,-0.548394623,TRUE,,,-0.157283422,FALSE
240,seldovia_usa,-151.72,59.44,,,0.845216334,TRUE,,,0.900333979,TRUE
241,"seward_c,ak_560c_usa",-149.43,60.12,,,-0.299856717,FALSE,,,-1.059582952,TRUE
242,"sewellspoint,hamptonroads_usa",-76.33,36.947,,,-0.173582171,FALSE,0.345591314,FALSE,0.444953136,FALSE
243,shanwei_641a_china,115.35,22.75,,,0.012175098,FALSE,0.279264468,FALSE,-0.537971149,FALSE
244,shimokita_japan,141.23,41.367,,,-0.195764895,FALSE,,,0.050391491,FALSE
245,"sitka,ak_559a_usa",-135.34,57.052,,,0.828441445,TRUE,,,-0.260170056,FALSE
246,skagway_usa,-135.33,59.45,,,0.553283939,TRUE,,,0.051330746,FALSE
247,springmaidpier_usa,-78.918,33.655,,,-0.129257963,FALSE,0.038573394,FALSE,-0.024308044,FALSE
248,st.paulisland_001,77.583,-38.717,,,-0.041130149,FALSE,,,,
249,st.petersburg_usa,-82.627,27.761,,,1.213479939,TRUE,-0.411090262,FALSE,-0.172927459,FALSE
250,"st._augustine,fl_262a_usa",-81.262,29.857,,,-0.027755351,FALSE,-0.025624679,FALSE,-0.188675509,FALSE
251,st._john_s_b_276b_canada,-52.7,47.567,,,0.433523979,FALSE,0.526972313,TRUE,0.462627557,FALSE
252,"st._petersburg,_fl_759a_usa",-82.627,27.76,,,1.318829566,TRUE,-0.222045272,FALSE,-0.169343814,FALSE
253,timaru_665a_new_zealand,171.25,-44.383,,,0.440131431,TRUE,,,0.992154065,TRUE
254,unalaska_usa,-166.54,53.88,,,0.524306639,TRUE,,,0.306393541,TRUE
255,"valdez,ak_562a_usa",-146.36,61.125,,,0.460310457,TRUE,,,0.171751291,FALSE
256,"victoria,bc_543a_canada",-123.37,48.422,,,0.114404703,FALSE,,,-0.084290641,FALSE
257,washingtondc_usa,-77.022,38.873,,,0.181992571,FALSE,,,,
258,wellington_071a_new_zealand,174.78,-41.283,,,0.311294464,FALSE,,,0.247582479,TRUE
259,"willapa_bay,_wa_564a_usa",-123.97,46.708,,,-0.259172373,FALSE,,,-0.659852906,FALSE
260,willetspoint_usa,-73.782,40.793,,,-0.836752167,FALSE,0.105338934,FALSE,-0.356545827,FALSE
261,"woods_hole,ma_742a_usa",-70.672,41.523,,,0.109431138,FALSE,0.314961738,FALSE,0.164745765,FALSE
262,xiamen_376a_china,118.07,24.45,,,-0.325714222,FALSE,0.073278458,FALSE,-0.956727068,FALSE
263,yakutat_usa,-139.74,59.548,,,-0.037959326,FALSE,,,0.151882225,FALSE
264,centuri_france,9.3498,42.966,,,,,0.210784636,TRUE,0.120379915,FALSE
265,"charleston,sc_261a_usa",-79.925,32.782,,,,,-0.150828823,FALSE,-0.485361252,FALSE
266,cherbourg_,-1.6355,49.651,,,,,0.354770232,FALSE,0.580352878,TRUE
267,coruna_coru_spain,-8.4,43.367,,,,,-0.24798009,FALSE,-0.695262056,TRUE
268,formentera_formentera_spain,1.4189,38.735,,,,,-0.087158603,FALSE,-0.07935761,FALSE
269,fos_sur_mer_france,4.8929,43.405,,,,,0.064191568,TRUE,0.045984881,FALSE
270,gandia_gandia_spain,-0.152,38.995,,,,,-0.081189141,FALSE,-0.157908891,FALSE
271,holyhead_p054_uk,-4.6312,53.308,,,,,0.569191209,TRUE,0.662814718,FALSE
272,melilla_melilla_spain,-2.918,35.291,,,,,-0.037574766,FALSE,-0.164246413,FALSE
273,palermo_palermo_italy,13.371,38.121,,,,,0.133687438,FALSE,0.148399479,FALSE
274,solenzara_france,9.4038,41.857,,,,,-0.065293079,FALSE,-0.245033952,FALSE
275,zhapo_a_635a_china,111.83,21.583,,,,,0.540912519,TRUE,-0.089167727,FALSE
276,bluff_072a_new_zealand,168.35,-46.6,,,,,,,1.623592624,TRUE
277,burnie_344a_australia,145.91,-41.5,,,,,,,0.677903562,TRUE
278,chatham_079a_new_zealand,-176.56,-43.947,,,,,,,0.95819074,TRUE
279,geelong_013_australia,144.36,-38.147,,,,,,,0.499601213,TRUE
280,"monterey,ca_555a_usa",-121.89,36.605,,,,,,,0.300210338,FALSE
281,portadelaideouter_020_australia,138.6,-34.926,,,,,,,-0.253042409,FALSE
282,port_kembla_342a_australia,150.91,-34.473,,,,,,,0.032815079,FALSE
283,"princerupert,canada_001",-130.17,54.317,,,,,,,0.171780453,FALSE
284,"sand_point,ak_574a_usa",-160.5,55.337,,,,,,,0.418426232,FALSE
285,sanfrancisco_usa,-122.47,37.807,,,,,,,-0.326491202,FALSE
286,"south_beach,or_592a_usa",-124.04,44.625,,,,,,,-0.077398889,FALSE
