the_geom,cartodb_id,location_zipcode,precinct,neighborhood_services_district,city_council_district,fire_district,source,location_street_name,land_usage,ward,neighborhood,police_district,pwd_district,location,department,queue,type,reason,subject,case_title,closure_reason,case_status,closed_dt,open_dt,longitude,latitude,case_enquiry_id
0101000020E610000093FC885FB1C851C09B560A815C2C4540,144,2134,2108,15,9,11,Constituent Call,244 Kelton St,A,Ward 21,Allston / Brighton,D14,04,244 Kelton St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/04/2013 01:29:51 PM,-71.135826,42.346573,101000918119
0101000020E6100000D090F12895C551C0FC709010E5254540,145,2124,1409,9,4,7,Constituent Call,838 Blue Hill Ave,C,Ward 14,Greater Mattapan,B3,03,838 Blue Hill Ave  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/18/2014 11:31:59 AM,-71.087229,42.296053,101001131997
0101000020E610000012A0A696ADC351C0536F0D6C95284540,146,2125,1308,7,3,7,Constituent Call,12 Taft St,CM,Ward 13,Dorchester,C11,03,12 Taft St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/22/2014 04:09:27 PM,-71.05747,42.31706,101001095803
0101000020E6100000F509A01859C451C0C652245F092E4540,147,2114,504,14,8,3,Self Service,41 Revere St,CD,Ward 5,Beacon Hill,A1,1B,41 Revere St  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/14/2014 02:47:04 PM,-71.067938,42.359661,101001128435
0101000020E610000097AAB4C535C451C096236420CF284540,148,2125,710,13,7,7,Self Service,29 Wendover St,,Ward 7,Dorchester,B2,03,29 Wendover St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,01/10/2014 01:42:35 PM,-71.065782,42.318821,101001002418
0101000020E6100000E9D495CFF2C451C0E162450DA6254540,149,2124,1703,9,4,8,Constituent Call,69-71 Millet St,R3,Ward 17,Dorchester,B3,07,69-71 Millet St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed VIOCOR: Violation Corrected,Open,,07/22/2013 09:22:26 AM,-71.07732,42.29413,101000884200
0101000020E6100000C5724BAB21C351C0931804560E2D4540,150,2210,601,5,2,6,Self Service,15-33 Sleeper St,CM,Ward 6,South Boston / South Boston Waterfront,C6,05,15-33 Sleeper St  Boston  MA  02210,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 01:07:05 PM,-71.04893,42.352,101001123877
0101000020E61000005C035B2558C451C07CED9925012E4540,151,,2002,10,5,12,Constituent Call,INTERSECTION Corinth St & Washington St,,Ward 20,Roslindale,E5,06,INTERSECTION of Corinth St & Washington St  Roslindale  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,01/14/2014 11:50:00 AM,-71.06788,42.35941,101001005071
0101000020E610000093567C43E1C951C02C4A09C1AA2C4540,152,2135,2203,15,9,11,Constituent Call,384-426 Washington St,RC,Ward 22,Allston / Brighton,D14,04,384-426 Washington St  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,03/18/2014 02:49:21 PM,-71.154374,42.348961,101001049340
0101000020E6100000562B137EA9C151C030F0DC7BB8304540,153,2128,110,1,1,1,Constituent Call,520 Saratoga St,R3,Ward 1,East Boston,A7,09,520 Saratoga St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/22/2014 09:33:38 AM,-71.02597,42.38063,101001095295
0101000020E610000006D847A7AEC451C09F3C2CD49A264540,154,2121,1404,8,4,7,Constituent Call,125 Rosseter St,R4,Ward 14,Dorchester,C11,03,125 Rosseter St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2014 01:57:28 PM,-71.07316,42.3016,101001129396
0101000020E61000001349F4328AC951C0FAB31F29222B4540,155,2135,2114,15,9,11,Constituent Call,3 Ayr Rd,R2,Ward 21,Allston / Brighton,D14,04,3 Ayr Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/03/2013 11:53:17 AM,-71.14906,42.33698,101000916879
0101000020E61000007762D68BA1CA51C00DAB7823F3244540,156,2132,2017,12,6,12,Self Service,679 Lagrange St,R1,Ward 20,West Roxbury,E5,06,679 Lagrange St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/31/2013 01:35:54 PM,-71.16611,42.28867,101000915009
0101000020E6100000A25D85949FCA51C03ECBF3E0EE244540,157,2132,2017,12,6,12,Constituent Call,675 Lagrange St,R1,Ward 20,West Roxbury,E5,06,675 Lagrange St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/03/2013 12:17:46 PM,-71.16599,42.28854,101000916918
0101000020E61000005E4A5D328EC451C0C4B5DAC35E264540,158,2124,1505,8,4,7,Constituent Call,35 Westville St,E,15,Dorchester,C11,03,35 Westville St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/23/2014 07:50:43 AM,-71.071179,42.299767,101001113597
0101000020E61000001AFA27B858C751C07AC2120F28294540,159,2130,1009,11,6,9,Self Service,99 Parkton Rd,R2,Ward 10,Jamaica Plain,E13,02,99 Parkton Rd  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed NOVIO: No Violation Found/No Cause,Open,,08/04/2013 07:57:40 PM,-71.11479,42.321535,101000893975
0101000020E610000020D1048A58C451C039B35DA10F2E4540,160,2114,504,14,8,3,Self Service,41 Anderson St,A,Ward 5,Beacon Hill,A1,1B,41 Anderson St  Boston  MA  02114,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/31/2014 03:48:13 PM,-71.067904,42.359852,101001100917
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,161,2125,1504,8,3,7,Constituent Call,5 Clarkson St,,15,Dorchester,C11,03,5 Clarkson St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/16/2013 10:10:40 AM,-71.0587,42.3594,101000947328
0101000020E6100000BCB20B06D7C351C0064CE0D6DD2C4540,162,2111,308,4,2,4,Constituent Call,18 Hudson St,RC,Ward 3,Downtown / Financial District,A1,1C,18 Hudson St  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/07/2014 02:28:42 PM,-71.059999,42.35052,101001122926
0101000020E6100000E3C281902CC451C038842A357B244540,163,2124,1711,8,4,8,Constituent Call,84 Bailey St,R3,Ward 17,Dorchester,C11,07,84 Bailey St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/09/2014 10:56:29 AM,-71.06522,42.28501,101001105708
0101000020E6100000908653E6E6C351C01C977153032D4540,164,2111,308,4,2,4,Constituent Call,40-42 Harrison Ave,RC,Ward 3,Downtown / Financial District,A1,1C,40-42 Harrison Ave  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 11:41:14 AM,-71.060968,42.351664,101001024787
0101000020E6100000789274CDE4C351C00CE544BB0A2D4540,165,2111,308,4,2,4,Constituent Call,6 Oxford Pl,R4,Ward 3,Downtown / Financial District,A1,1C,6 Oxford Pl  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/13/2014 01:02:25 PM,-71.06084,42.35189,101001025528
0101000020E6100000AAB706B64AC451C04FE960FD9F274540,166,2125,1503,8,3,7,Constituent Call,435 Quincy St,A,Ward 15,Dorchester,C11,03,435 Quincy St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/01/2014 10:10:31 AM,-71.06706,42.30957,101001119288
0101000020E61000008CF161F6B2C951C06F4562821A2C4540,167,2135,2113,15,9,11,Constituent Call,27 Priscilla Rd,R2,Ward 21,Allston / Brighton,D14,04,27 Priscilla Rd  Brighton  MA  02135,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/03/2014 09:25:05 AM,-71.151548,42.344559,101001060116
0101000020E6100000DFC325C79DCA51C093C151F2EA244540,168,2132,2017,12,6,12,Constituent Call,671 Lagrange St,R1,Ward 20,West Roxbury,E5,06,671 Lagrange St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/07/2013 02:47:13 PM,-71.16588,42.28842,101000920969
0101000020E610000026C79DD2C1C851C04C37894160254540,169,2131,2001,10,5,9,Constituent Call,40 Zeller St,R1,Ward 20,Roslindale,E5,06,40 Zeller St  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/08/2013 01:20:06 PM,-71.13683,42.292,101000942814
0101000020E610000031EE06D15AC551C0EA5A7B9FAA244540,170,2124,1413,9,4,8,Constituent Call,43 Jones Ave,RL,Ward 14,Greater Mattapan,B3,07,43 Jones Ave  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/14/2014 11:54:46 AM,-71.083668,42.286457,101001089226
0101000020E610000061545227A0C551C0E3C798BB96244540,171,2124,1412,9,4,8,Constituent Call,35 Harwood St,CM,Ward 14,Greater Mattapan,B3,07,35 Harwood St  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/05/2014 01:31:24 PM,-71.0879,42.28585,101001082069
0101000020E6100000E21E4B1FBAC451C00E15E3FC4D284540,172,2125,1304,13,7,7,Constituent Call,45 Sargent St,R2,Ward 13,Roxbury,B2,03,45 Sargent St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/04/2014 11:58:52 AM,-71.07386,42.31488,101001103144
0101000020E610000043C5387F13C651C0AF230ED9402A4540,173,,2019,12,6,,Self Service,INTERSECTION Courtney Rd & Russett Rd,,Ward 20,,,,INTERSECTION of Courtney Rd & Russett Rd  Boston  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/22/2013 09:21:05 AM,-71.09494,42.330104,101000951114
0101000020E610000073A25D8594C551C0E28DCC237F244540,174,2124,1413,9,4,8,Constituent Call,24 Winston Rd,R1,Ward 14,Greater Mattapan,B3,07,24 Winston Rd  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/15/2014 07:35:06 AM,-71.08719,42.28513,101001128820
0101000020E6100000FA7E6ABC74C351C02F17F19D98254540,175,2122,1605,7,3,8,Constituent Call,127 King St,R3,Ward 16,Dorchester,C11,07,127 King St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/18/2014 09:44:20 AM,-71.054,42.29372,101001110815
0101000020E6100000791EDC9DB5C351C08048BF7D1D284540,176,2125,1309,7,3,7,Constituent Call,11 Treadway Rd,R3,Ward 13,Dorchester,C11,03,11 Treadway Rd  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/09/2014 11:44:43 AM,-71.05796,42.3134,101001124787
0101000020E6100000187C9A9317C551C0787E5182FE304540,177,2129,207,2,1,3,Self Service,37 Parker St,CM,Ward 2,Charlestown,A15,1A,37 Parker St  Charlestown  MA  02129,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,12/27/2013 04:32:08 PM,-71.079564,42.382767,101000992229
0101000020E61000000BD5CDC5DFC551C08BFCFA21362A4540,178,2119,905,13,7,7,Self Service,4 Centre St,R3,Ward 9,Roxbury,B2,10B,4 Centre St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/07/2014 05:02:34 PM,-71.091783,42.329777,101001123105
0101000020E6100000B6DB2E34D7C351C0E31934F44F304540,179,2129,204,2,1,3,Constituent Call,11 Monument St,R2,Ward 2,Charlestown,A15,1A,11 Monument St  Charlestown  MA  02129,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/21/2014 01:26:31 PM,-71.06001,42.37744,101001133661
0101000020E6100000B3EA73B515C951C0E882FA96392D4540,180,2134,2106,15,9,11,Constituent Call,39 Saunders St,R1,Ward 21,Allston / Brighton,D14,04,39 Saunders St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/26/2014 10:43:29 AM,-71.14195,42.35332,101001116613
0101000020E61000008D06F01648C451C0C2DD59BBED264540,181,2122,1507,8,3,7,Constituent Call,29 Speedwell St,R1,Ward 15,Dorchester,C11,03,29 Speedwell St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/11/2014 01:51:33 PM,-71.0669,42.30413,101001107384
0101000020E6100000D7A205685BC451C06155BDFC4E294540,182,2119,806,13,7,7,Self Service,10 Robey St,CD,Ward 8,Roxbury,B2,03,10 Robey St  Roxbury  MA  02119,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,03/20/2014 01:12:47 PM,-71.068079,42.322723,101001050923
0101000020E6100000C9022670EBC851C0F1F44A5986244540,183,2131,2002,10,5,12,Constituent Call,37 Newburg St,R3,Ward 20,Roslindale,E5,06,37 Newburg St  Roslindale  MA  02131,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/23/2013 11:10:36 AM,-71.13937,42.28535,101000952418
0101000020E6100000C4EE3B86C7C851C0F7FBC56CC92C4540,184,2134,2106,15,9,11,Constituent Call,105 Allston St,E,Ward 21,Allston / Brighton,D14,04,105 Allston St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/14/2014 10:00:02 AM,-71.137178,42.349897,101001089027
0101000020E6100000F9156BB8C8CA51C04B3D0B4279254540,185,2132,2017,12,6,12,Constituent Call,14 Furbush Rd,R1,Ward 20,West Roxbury,E5,06,14 Furbush Rd  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/15/2013 11:17:02 AM,-71.168501,42.292763,101000902340
0101000020E6100000DD0C37E0F3C351C0F1B5679604284540,186,2125,1309,7,3,7,Self Service,77 Sawyer Ave,CM,Ward 13,Dorchester,C11,03,77 Sawyer Ave  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/16/2014 08:10:11 PM,-71.06176,42.31264,101001130648
0101000020E6100000680586AC6EC951C0E6E8F17B9B224540,187,2132,2010,12,6,12,Constituent Call,4873 Washington St,CM,Ward 20,West Roxbury,E5,06,4873 Washington St  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/26/2014 08:56:13 AM,-71.14738,42.27037,101001116478
0101000020E6100000BC5CC47762C451C0AA21718FA5274540,188,2125,1501,8,3,7,Constituent Call,49 Bellevue St,R3,Ward 15,Dorchester,C11,03,49 Bellevue St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/26/2013 09:07:40 AM,-71.06851,42.30974,101000934740
0101000020E6100000349F73B7EBC651C0E42D573F36294540,189,2130,1901,11,6,9,Self Service,9 Forbes St,R3,19,Jamaica Plain,E13,02,9 Forbes St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/12/2014 08:29:09 PM,-71.108137,42.321968,101001108180
0101000020E6100000E1D1C6116BC351C05B7C0A80F1244540,190,,1906,11,6,9,Self Service,INTERSECTION Greenough Ave & Greenough Park,,Ward 19,Jamaica Plain,E13,02,INTERSECTION of Greenough Ave & Greenough Park  Jamaica Plain  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/16/2014 01:52:23 PM,-71.05341,42.28862,101001109610
0101000020E6100000E33785950AC151C030F5F3A622314540,191,2128,111,1,1,1,Constituent Call,120-0 Byron St,,01,East Boston,A7,09,120-0 Byron St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,01/17/2014 07:00:02 AM,-71.016271,42.38387,101001007320
0101000020E6100000C190D5AD9EC351C0551344DD07284540,192,2125,1506,8,3,7,Constituent Call,47 Savin Hill Ave,R3,Ward 15,Dorchester,C11,03,47 Savin Hill Ave  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/03/2014 08:21:56 AM,-71.05656,42.31274,101001120948
0101000020E61000009FB0C403CAC451C033E197FA792B4540,193,2118,901,6,2,4,Constituent Call,439 Shawmut Ave,CM,Ward 9,South End,D4,1C,439 Shawmut Ave  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/21/2013 07:57:24 PM,-71.07483,42.33966,101000907761
0101000020E6100000D1E80E6267C051C0D218ADA3AA314540,194,2128,113,1,1,1,Constituent Call,25 Breed St,CM,Ward 1,East Boston,A7,09,25 Breed St  East Boston  MA  02128,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/15/2014 01:20:01 PM,-71.00631,42.38802,101001090318
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,195,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/25/2014 08:21:05 AM,-71.0587,42.3594,101001115513
0101000020E6100000BED9E6C6F4C851C01B4CC3F0112D4540,196,2134,2106,15,9,11,Constituent Call,36 Gordon St,R2,Ward 21,Allston / Brighton,D14,04,36 Gordon St  Allston  MA  02134,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,12/20/2013 01:15:14 PM,-71.13994,42.35211,101000989133
0101000020E6100000C6F99B5088CA51C0EDBB22F8DF224540,197,,1703,9,4,8,Constituent Call,INTERSECTION Park St & Waldeck St,,Ward 17,Dorchester,C11,07,INTERSECTION of Park St & Waldeck St  Dorchester  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/02/2014 03:29:05 PM,-71.16457,42.27246,101001080559
0101000020E61000009274CDE49BC351C010CCD1E3F7264540,198,2122,1506,8,3,7,Constituent Call,66 Greenwich St,R3,Ward 15,Dorchester,C11,03,66 Greenwich St  Dorchester  MA  02122,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/30/2013 08:21:30 AM,-71.05639,42.30444,101000914034
0101000020E61000000531D0B52FC451C0E9D2BF2495274540,199,2125,1504,8,3,7,Constituent Call,3 Trent St,RL,Ward 15,Dorchester,C11,03,3 Trent St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/14/2014 07:36:10 AM,-71.065412,42.309239,101001127747
0101000020E610000058E71890BDCA51C09D7FBBECD7214540,200,2132,2016,12,6,12,Constituent Call,1650 VFW Pkwy,C,Ward 20,West Roxbury,E5,06,1650 VFW Pkwy  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/11/2013 08:14:08 PM,-71.16782,42.264402,101000877823
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,382,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,08/12/2014 07:32:25 AM,-71.0587,42.3594,101001148191
0101000020E6100000EA78CC4065C451C0A71DFE9AAC2D4540,201,2108,503,14,8,3,Self Service,19 Branch St,R2,Ward 5,Beacon Hill,A1,1B,19 Branch St  Boston  MA  02108,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/02/2014 07:14:23 AM,-71.06868,42.35683,101001119937
0101000020E6100000713D0AD7A3C651C0D5264EEE77284540,202,2130,1106,11,6,9,Constituent Call,231-233 Amory St,R2,Ward 11,Jamaica Plain,E13,02,231-233 Amory St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/07/2014 03:18:09 PM,-71.10375,42.31616,101001123006
0101000020E6100000DF37BEF6CCC651C0B0DCD26A482C4540,203,2215,2101,14,8,,Self Service,919 Beacon St,CM,Ward 21,Fenway / Kenmore / Audubon Circle / Longwood,D4,10A,919 Beacon St  Boston  MA  02215,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,Case Closed VIOCOR: Violation Corrected,Open,,07/18/2013 12:44:14 PM,-71.10626,42.34596,101000882280
0101000020E6100000226C787AA5C651C04DF38E5374284540,204,2130,1106,11,6,9,Constituent Call,235-237 Amory St,R2,Ward 11,Jamaica Plain,E13,02,235-237 Amory St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/08/2014 10:36:47 AM,-71.10385,42.31605,101001123657
0101000020E61000008B4E965AEFCA51C0B24AE9995E224540,205,2132,2016,12,6,12,Self Service,1522 VFW Pkwy,CD,Ward 20,West Roxbury,E5,06,1522 VFW Pkwy  West Roxbury  MA  02132,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,10/21/2013 08:15:38 PM,-71.170859,42.268512,101000950835
0101000020E61000005AF44E05DCC451C04390831266284540,206,2125,1301,13,7,7,Constituent Call,51-53 Woodcliff St,RL,Ward 13,Roxbury,B2,03,51-53 Woodcliff St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,05/20/2014 09:15:04 AM,-71.075929,42.315615,101001093354
0101000020E6100000A226FA7C94C451C08DD5E6FF552B4540,207,2118,802,6,2,4,Self Service,1-4 Saint George St,,08,South End,D4,1C,1-4 Saint George St  Roxbury  MA  02118,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,04/05/2014 05:17:22 PM,-71.071563,42.338562,101001061690
0101000020E6100000575BB1BFECC651C0C56D3480B7284540,208,2130,1901,11,6,9,Constituent Call,44 Boylston St,R3,Ward 19,Jamaica Plain,E13,02,44 Boylston St  Jamaica Plain  MA  02130,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/14/2013 01:29:19 PM,-71.1082,42.3181,101000927168
0101000020E610000031EE06D15AC551C0EA5A7B9FAA244540,209,2124,1413,9,4,8,Constituent Call,43 Jones Ave,RL,Ward 14,Greater Mattapan,B3,07,43 Jones Ave  Dorchester  MA  02124,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/02/2014 07:43:07 AM,-71.083668,42.286457,101001101289
0101000020E61000000A2E56D460C851C0F12900C633244540,210,,1807,10,5,12,Constituent Call,INTERSECTION Blakemore St & Hyde Park Ave,,Ward 18,Roslindale,E18,02,INTERSECTION of Blakemore St & Hyde Park Ave  Roslindale  MA,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,07/01/2014 11:15:18 AM,-71.13091,42.28283,101001119388
0101000020E610000043CA4FAA7DC451C0DE02098A1F274540,211,2121,1502,8,4,7,Constituent Call,79-81 Richfield St,R3,Ward 15,Dorchester,C11,03,79-81 Richfield St  Dorchester  MA  02121,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/27/2014 07:23:39 AM,-71.07017,42.30565,101001117088
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,212,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/20/2013 01:54:49 PM,-71.0587,42.3594,101000864117
0101000020E6100000F1BA7EC16EC451C0C724236761274540,213,2125,1502,8,4,7,Constituent Call,85 Hamilton St,R3,Ward 15,Dorchester,C11,03,85 Hamilton St  Dorchester  MA  02125,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,09/11/2013 10:45:00 AM,-71.06926,42.30766,101000923977
0101000020E610000095438B6CE7C351C062DBA2CC062D4540,214,2111,308,4,2,4,Constituent Call,36-38 Harrison Ave,RC,Ward 3,Downtown / Financial District,A1,1C,36-38 Harrison Ave  Boston  MA  02111,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,02/12/2014 12:38:29 PM,-71.061,42.35177,101001024863
0101000020E61000009D11A5BDC1C351C05917B7D1002E4540,215,,,,,,Constituent Call,,,,,,,,ISD,ISD_Environmental Services (INTERNAL),Rodent Activity,Environmental Services,Inspectional Services,Rodent Activity,,Open,,06/08/2014 05:32:08 PM,-71.0587,42.3594,101001105294
